Source,Target,Weight,Type
巧姐,秋桐,3,Undirected
鲍二,尤二姐,5,Undirected
柳湘莲,尤二姐,3,Undirected
柳湘莲,尤三姐,4,Undirected
薛宝琴,李纹,9,Undirected
薛宝琴,李婶娘,4,Undirected
尤三姐,尤二姐,5,Undirected
尤二姐,尤老娘,4,Undirected
尤二姐,张华,5,Undirected
尤二姐,秋桐,7,Undirected
吴良,张三,3,Undirected
